step,micro_step,loss,resumed_from_step
1,4,0.007826579734683037,0
2,8,0.01194834802299738,0
3,10,0.22036677598953247,0
4,14,0.45834851264953613,0
5,18,0.42865169048309326,0
6,22,0.006871135905385017,0
7,26,0.479318767786026,0
8,30,0.05360547453165054,0
9,34,0.12743233144283295,0
10,38,0.05268487334251404,0
11,42,0.684731662273407,0
12,46,0.17087090015411377,0
13,50,0.28072479367256165,0
14,54,0.013023106381297112,0
15,58,0.04074164479970932,0
16,62,0.1310073584318161,0
17,66,0.22149017453193665,0
18,70,0.0780714899301529,0
19,74,0.043490320444107056,0
20,78,0.010201213881373405,0
21,82,0.027399493381381035,0
22,86,0.0820540264248848,0
23,90,0.02718636393547058,0
24,94,0.33343589305877686,0
25,98,0.007083317264914513,0
26,102,0.5700618028640747,0
27,106,0.30892032384872437,0
28,110,0.006643733009696007,0
29,114,0.017436742782592773,0
30,118,0.38030946254730225,0
31,122,0.22015130519866943,0
32,126,0.1902369111776352,0
33,130,0.7039026021957397,0
34,134,0.004713329486548901,0
35,138,0.06905020028352737,0
36,142,0.013977818191051483,0
37,146,0.35814857482910156,0
38,150,0.06817987561225891,0
39,154,0.01903357170522213,0
40,158,0.35082322359085083,0
41,162,0.25555121898651123,0
42,166,0.033385198563337326,0
43,170,0.006861540488898754,0
44,174,0.026119709014892578,0
45,178,0.1019248217344284,0
46,182,0.022668499499559402,0
47,186,0.12401679158210754,0
48,190,0.40473026037216187,0
49,194,0.14717352390289307,0
50,198,0.005156841594725847,0
51,202,0.02524126134812832,0
52,206,0.006667868234217167,0
53,210,0.0063549187034368515,0
54,214,0.0063718874007463455,0
55,218,0.04552622139453888,0
56,222,0.059419892728328705,0
57,226,0.06383335590362549,0
58,230,0.19740012288093567,0
59,234,0.1843140572309494,0
60,238,0.09327936172485352,0
61,242,0.38523873686790466,0
62,246,0.21004492044448853,0
63,250,0.05588439106941223,0
64,254,0.35914695262908936,0
65,258,0.564452588558197,0
66,262,0.013990769162774086,0
67,266,0.14661937952041626,0
68,270,0.16454535722732544,0
69,274,0.07634487748146057,0
70,278,0.010479315184056759,0
71,282,0.06535424292087555,0
72,286,0.083353690803051,0
73,290,0.030208900570869446,0
74,294,0.005483942572027445,0
75,298,0.08144661784172058,0
76,302,0.6314470767974854,0
77,306,0.005336212459951639,0
78,310,0.10753482580184937,0
79,314,0.0057654911652207375,0
80,318,0.25550034642219543,0
81,322,0.030377034097909927,0
82,326,0.1088576465845108,0
83,330,0.014020001515746117,0
84,334,0.3732949495315552,0
85,338,0.006679530255496502,0
86,342,0.013120749033987522,0
87,346,0.19150424003601074,0
88,350,0.003008986823260784,0
