step,micro_step,loss,resumed_from_step
1,4,0.08060283958911896,0
2,8,0.1983364373445511,0
3,10,0.13120082020759583,0
4,14,0.09924420714378357,0
5,18,0.15821728110313416,0
6,22,0.30298441648483276,0
7,26,0.2315962165594101,0
8,30,0.014631739817559719,0
9,34,0.06005850434303284,0
10,38,0.12094701081514359,0
11,42,0.19737932085990906,0
12,46,0.20090138912200928,0
13,50,0.12552812695503235,0
14,54,0.42417311668395996,0
15,58,0.0350119024515152,0
16,62,0.2854125499725342,0
17,66,0.03752551227807999,0
18,70,0.0055481670424342155,0
19,74,0.011379862204194069,0
20,78,0.10296568274497986,0
21,82,0.003459090134128928,0
22,86,0.016200654208660126,0
23,90,0.23519298434257507,0
24,94,0.08776062726974487,0
25,98,0.3886004090309143,0
26,102,0.2240472435951233,0
27,106,0.13273495435714722,0
28,110,0.007898613810539246,0
29,114,0.3366556167602539,0
30,118,0.019428987056016922,0
31,122,0.1578015387058258,0
32,126,0.3921396732330322,0
33,130,0.015145364217460155,0
34,134,0.01010911911725998,0
35,138,0.22992843389511108,0
36,142,0.16448810696601868,0
37,146,0.28560271859169006,0
38,150,0.0209551639854908,0
39,154,0.046392619609832764,0
40,158,0.006222253665328026,0
41,162,0.5371139049530029,0
42,166,0.013746203854680061,0
43,170,0.36815547943115234,0
44,174,0.0033078875858336687,0
45,178,0.3213675916194916,0
46,182,0.06240171939134598,0
47,186,0.03322146087884903,0
48,190,0.21241304278373718,0
49,194,0.19749215245246887,0
50,198,0.39791372418403625,0
51,202,0.11014513671398163,0
52,206,0.33380502462387085,0
53,210,0.03530499339103699,0
54,214,0.49943727254867554,0
55,218,0.01230019424110651,0
56,222,0.006471461150795221,0
57,226,0.8051865100860596,0
58,230,0.1214398592710495,0
59,234,0.06970652937889099,0
60,238,0.01709512621164322,0
61,242,0.04695761948823929,0
62,246,0.019532712176442146,0
63,250,0.021879028528928757,0
64,254,0.23209920525550842,0
65,258,0.494189977645874,0
66,262,0.596251368522644,0
67,266,0.20082080364227295,0
68,270,0.006658620201051235,0
69,274,0.02346126362681389,0
70,278,0.15072381496429443,0
71,282,0.16399265825748444,0
72,286,0.0520659014582634,0
73,290,0.13113823533058167,0
74,294,0.0058961473405361176,0
75,298,0.004892059601843357,0
