step,micro_step,loss,resumed_from_step
120,478,0.05111425369977951,0
121,482,0.49778151512145996,0
122,486,0.09554740786552429,0
123,490,0.11769963800907135,0
124,494,0.04207732155919075,0
125,498,0.015347753651440144,0
126,502,0.2701747715473175,0
127,506,0.04129401594400406,0
128,510,0.08811019361019135,0
129,514,0.00943680852651596,0
130,518,0.22819074988365173,0
131,522,0.43242549896240234,0
132,526,0.5585745573043823,0
133,530,0.30296337604522705,0
134,534,0.2532464265823364,0
135,538,0.30331170558929443,0
136,542,0.00857141800224781,0
137,546,0.07113015651702881,0
138,550,0.09697479754686356,0
139,554,0.46854323148727417,0
140,558,0.01608564332127571,0
141,562,0.013761864975094795,0
142,566,0.006457762327045202,0
143,570,0.17659036815166473,0
144,574,0.23628011345863342,0
145,578,0.2871658205986023,0
146,582,0.011984762735664845,0
147,586,0.07991714775562286,0
148,590,0.15077516436576843,0
149,594,0.015567214228212833,0
150,598,0.04647266864776611,0
151,602,0.10072557628154755,0
152,606,0.047611936926841736,0
153,610,0.010378715582191944,0
154,614,0.13042254745960236,0
155,618,0.007149279583245516,0
156,622,0.08927745372056961,0
157,626,0.05341217666864395,0
158,630,0.009965585544705391,0
159,634,0.0636821836233139,0
160,638,0.032084040343761444,0
161,642,0.20831052958965302,0
162,646,0.006952802650630474,0
163,650,0.11693809181451797,0
164,654,0.055866435170173645,0
165,658,0.19908368587493896,0
166,662,0.09366333484649658,0
167,666,0.0920916348695755,0
168,670,0.22634553909301758,0
169,674,0.014616143889725208,0
170,678,0.16534291207790375,0
171,682,0.006112450268119574,0
172,686,0.23881858587265015,0
173,690,0.016044385731220245,0
174,694,0.3255363702774048,0
175,698,0.04129893332719803,0
176,702,0.021077927201986313,0
177,706,0.1298511028289795,0
178,710,0.46858078241348267,0
179,714,0.047903940081596375,0
180,718,0.026593394577503204,0
181,722,0.38429129123687744,0
182,726,0.15103912353515625,0
183,730,0.31465184688568115,0
184,734,0.0034196069464087486,0
185,738,0.6581199169158936,0
186,742,0.1672433614730835,0
187,746,0.2781020998954773,0
188,750,0.08780696243047714,0
189,754,0.003298672614619136,0
190,758,0.2713342308998108,0
191,762,0.007085548713803291,0
192,766,0.3239339590072632,0
193,770,0.20428285002708435,0
194,774,0.02655322663486004,0
195,778,0.009248374961316586,0
196,782,0.07067866623401642,0
197,786,0.17120146751403809,0
198,790,0.291511595249176,0
199,794,0.021017683669924736,0
200,798,0.009418095462024212,0
201,802,0.033787526190280914,0
202,806,0.1914275586605072,0
203,810,0.25041303038597107,0
204,814,0.1450696587562561,0
205,818,0.034548647701740265,0
206,822,0.18883821368217468,0
207,826,0.06903839111328125,0
208,830,0.5476517081260681,0
209,834,0.6984573602676392,0
210,838,0.12470515072345734,0
211,842,0.4721369743347168,0
212,846,0.1748468279838562,0
213,850,0.16879861056804657,0
214,854,0.13700881600379944,0
215,858,0.21028554439544678,0
216,862,0.0038020689971745014,0
217,866,0.0799676924943924,0
218,870,0.021524004638195038,0
219,874,0.04267539829015732,0
220,878,0.12101547420024872,0
221,882,0.17616939544677734,0
222,886,0.013862199150025845,0
223,890,0.4091092348098755,0
224,894,0.06352401524782181,0
225,898,0.14003652334213257,0
226,902,0.019793568179011345,0
227,906,0.08776707947254181,0
228,910,0.4593629837036133,0
229,914,0.11412379890680313,0
230,918,0.15143777430057526,0
231,922,0.07081250846385956,0
232,926,0.2752956748008728,0
233,930,0.013185900636017323,0
234,934,0.1572939157485962,0
235,938,0.3700297772884369,0
236,942,0.38796281814575195,0
237,946,0.0794750303030014,0
238,950,0.003811750328168273,0
239,954,0.027661561965942383,0
240,958,0.03755633905529976,0
241,962,0.028302956372499466,0
242,966,0.5556203126907349,0
243,970,0.02568315714597702,0
244,974,0.010462506674230099,0
245,978,0.39205610752105713,0
246,982,0.05563339591026306,0
247,986,0.4036210775375366,0
248,990,0.09535360336303711,0
249,994,0.004751434084028006,0
250,998,0.1647445261478424,0
251,1002,0.3191249370574951,0
252,1006,0.006932326126843691,0
253,1010,0.12178205698728561,0
254,1014,0.006294312886893749,0
255,1018,0.006573643535375595,0
256,1022,0.3472423553466797,0
257,1026,0.048924222588539124,0
258,1030,0.22066590189933777,0
259,1034,0.012318236753344536,0
260,1038,0.012000184506177902,0
261,1042,0.1196984052658081,0
262,1046,0.1910901963710785,0
263,1050,0.23413971066474915,0
264,1054,0.2776338756084442,0
265,1058,0.0302275400608778,0
266,1062,0.0061844997107982635,0
267,1066,0.5840651392936707,0
268,1070,0.17826560139656067,0
269,1074,0.18941691517829895,0
270,1078,0.037126436829566956,0
271,1082,0.018385814502835274,0
272,1086,0.43423324823379517,0
273,1090,0.17761418223381042,0
274,1094,0.12242498248815536,0
275,1098,0.22123992443084717,0
276,1102,0.04630691185593605,0
277,1106,0.07868404686450958,0
278,1110,0.2310185432434082,0
279,1114,0.11735743284225464,0
280,1118,0.6725839376449585,0
281,1122,0.05103225260972977,0
282,1126,0.11544796824455261,0
283,1130,0.20973321795463562,0
284,1134,0.005760476924479008,0
285,1138,0.006822115741670132,0
286,1142,0.8068475723266602,0
287,1146,0.06661015003919601,0
288,1150,0.14298897981643677,0
289,1154,0.05488300696015358,0
290,1158,0.00326414592564106,0
291,1162,0.09979377686977386,0
292,1166,0.4919448792934418,0
293,1170,0.06610330939292908,0
294,1174,0.04999225586652756,0
295,1178,0.4972507059574127,0
296,1182,0.04643471539020538,0
297,1186,0.2636191248893738,0
298,1190,0.12549397349357605,0
299,1194,0.005425356328487396,0
300,1198,0.7304235100746155,0
301,1202,0.558158278465271,0
302,1206,0.02920082025229931,0
303,1210,0.11580061167478561,0
304,1214,0.2799752354621887,0
305,1218,0.386290967464447,0
306,1222,0.0589347779750824,0
307,1226,0.2456963062286377,0
308,1230,0.026377016678452492,0
309,1234,0.21953971683979034,0
310,1238,0.052754782140254974,0
311,1242,0.006933858152478933,0
312,1246,0.15384557843208313,0
313,1250,0.2634460926055908,0
314,1254,0.2834736108779907,0
315,1258,0.009417688474059105,0
316,1262,0.32213348150253296,0
317,1266,0.010054642334580421,0
318,1270,0.31225326657295227,0
319,1274,0.2558843791484833,0
320,1278,0.0035966341383755207,0
321,1282,0.38690686225891113,0
322,1286,0.020981142297387123,0
323,1290,0.007304368540644646,0
324,1294,0.3916672468185425,0
325,1298,0.02085188962519169,0
326,1302,0.008815991692245007,0
327,1306,0.1403215527534485,0
328,1310,0.395305335521698,0
329,1314,0.2327878177165985,0
330,1318,0.2192174792289734,0
331,1322,0.013084698468446732,0
332,1326,0.32928702235221863,0
333,1330,0.32893437147140503,0
334,1334,0.014677670784294605,0
335,1338,0.0807437002658844,0
336,1342,0.38161563873291016,0
337,1346,0.015277111902832985,0
338,1350,0.17246010899543762,0
339,1354,0.06951172649860382,0
340,1358,0.1062028631567955,0
341,1362,0.28012335300445557,0
342,1366,0.31581395864486694,0
343,1370,0.2257310152053833,0
344,1374,0.7568587064743042,0
345,1378,0.007212149910628796,0
346,1382,0.024784252047538757,0
347,1386,0.6218539476394653,0
348,1390,0.004745656158775091,0
349,1394,0.6182057857513428,0
350,1398,0.1846066415309906,0
351,1402,0.12185772508382797,0
352,1406,0.15472126007080078,0
353,1410,0.0036402936093509197,0
354,1414,0.013858092948794365,0
355,1418,0.7124016880989075,0
356,1422,0.7277385592460632,0
357,1426,0.36923861503601074,0
358,1430,0.1804826259613037,0
359,1434,0.01695389300584793,0
360,1438,0.0032028581481426954,0
361,1442,0.47040683031082153,0
362,1446,0.08372648060321808,0
363,1450,0.7029891014099121,0
364,1454,0.013212688267230988,0
365,1458,0.2073555886745453,0
366,1462,0.04406275600194931,0
367,1466,0.28547632694244385,0
368,1470,0.004711553920060396,0
369,1474,0.3682326376438141,0
370,1478,0.31760072708129883,0
371,1482,0.4569166898727417,0
372,1486,0.3845266103744507,0
373,1490,0.09006987512111664,0
374,1494,0.18923501670360565,0
375,1498,0.03245793282985687,0
376,1502,0.18710029125213623,0
377,1506,0.22089877724647522,0
378,1510,0.16812902688980103,0
379,1514,0.26236313581466675,0
380,1518,0.1204521507024765,0
381,1522,0.015600910410284996,0
382,1526,0.005682781338691711,0
383,1530,0.07962515950202942,0
384,1534,0.09360534697771072,0
385,1538,0.011948972940444946,0
386,1542,0.08062845468521118,0
387,1546,0.02184099517762661,0
388,1550,0.20715859532356262,0
389,1554,0.22340360283851624,0
390,1558,0.8787214756011963,0
391,1562,0.1770249307155609,0
392,1566,0.05937575548887253,0
393,1570,0.4886213541030884,0
394,1574,0.14081311225891113,0
395,1578,0.11459562182426453,0
396,1582,0.05079739913344383,0
397,1586,0.03473210334777832,0
398,1590,0.29348695278167725,0
399,1594,0.01162107102572918,0
400,1598,0.12622813880443573,0
401,1602,0.08705359697341919,0
402,1606,0.4491972327232361,0
403,1610,0.012264840304851532,0
404,1614,0.11640390753746033,0
405,1618,0.007044827565550804,0
406,1622,0.38885143399238586,0
407,1626,0.011208264157176018,0
408,1630,0.12034048140048981,0
409,1634,0.4676734209060669,0
410,1638,0.3619656562805176,0
411,1642,0.08026934415102005,0
412,1646,0.005344497039914131,0
413,1650,0.3267759382724762,0
414,1654,0.069302998483181,0
415,1658,0.49506425857543945,0
416,1662,0.47603514790534973,0
417,1666,0.27638500928878784,0
418,1670,0.0648626983165741,0
419,1674,0.18287202715873718,0
420,1678,0.7227120399475098,0
421,1682,0.15550795197486877,0
422,1686,0.04065045714378357,0
423,1690,0.10477489978075027,0
424,1694,0.027117686346173286,0
425,1698,0.03378012403845787,0
426,1702,0.7071281671524048,0
427,1706,0.10279218852519989,0
428,1710,0.8299813866615295,0
429,1714,0.02476361021399498,0
430,1718,0.01840394362807274,0
431,1722,0.1421724110841751,0
432,1726,0.05993342399597168,0
433,1730,0.005678675137460232,0
434,1734,0.0061337025836110115,0
435,1738,0.07689845561981201,0
436,1742,0.05711624398827553,0
437,1746,0.854827880859375,0
438,1750,0.011600231751799583,0
439,1754,0.10755807161331177,0
440,1758,0.07625401020050049,0
441,1762,0.06294197589159012,0
442,1766,0.05904732272028923,0
443,1770,0.2827068567276001,0
444,1774,0.1699795424938202,0
445,1778,0.012370756827294827,0
446,1782,0.477383017539978,0
447,1786,0.02082986757159233,0
448,1790,0.010675582103431225,0
449,1794,0.0381302610039711,0
450,1798,0.09768601506948471,0
451,1802,0.0881437286734581,0
452,1806,0.021890833973884583,0
453,1810,0.5866965055465698,0
454,1814,0.01027176808565855,0
455,1818,0.2000613510608673,0
456,1822,0.022646401077508926,0
457,1826,0.06235508620738983,0
458,1830,0.15035340189933777,0
459,1834,0.004921432584524155,0
460,1838,0.012244699522852898,0
461,1842,0.0204973965883255,0
462,1846,0.4123108386993408,0
463,1850,0.004928884096443653,0
464,1854,0.021887682378292084,0
465,1858,0.13761264085769653,0
466,1862,0.4734881520271301,0
467,1866,0.006273473612964153,0
468,1870,0.17739900946617126,0
469,1874,0.10246559977531433,0
470,1878,0.019592003896832466,0
471,1882,0.009882552549242973,0
472,1886,0.23065930604934692,0
473,1890,0.023354200646281242,0
474,1894,0.08302607387304306,0
475,1898,0.09301386773586273,0
476,1902,0.03327131271362305,0
477,1906,0.2930806875228882,0
478,1910,0.5253722667694092,0
479,1914,0.022280387580394745,0
480,1918,0.3582528531551361,0
481,1922,0.008769890293478966,0
482,1926,0.3126053214073181,0
483,1930,0.0410408154129982,0
484,1934,0.0034782695583999157,0
485,1938,0.0688508003950119,0
486,1942,0.4927383363246918,0
487,1946,0.0583014041185379,0
488,1950,0.22835934162139893,0
489,1954,0.05679989606142044,0
490,1958,0.011705848388373852,0
491,1962,0.17163234949111938,0
492,1966,0.23452572524547577,0
493,1970,0.16944757103919983,0
494,1974,0.22536087036132812,0
495,1978,0.3715254068374634,0
496,1982,0.27895039319992065,0
497,1986,0.020282093435525894,0
498,1990,0.1010337769985199,0
499,1994,0.06027376651763916,0
500,1998,0.0197681225836277,0
501,2002,0.0470721498131752,0
502,2006,0.00740637443959713,0
503,2010,0.21808333694934845,0
504,2014,0.05493849888443947,0
505,2018,0.039606593549251556,0
506,2022,0.014377567917108536,0
507,2026,0.16389091312885284,0
508,2030,0.32991254329681396,0
509,2034,0.08031406998634338,0
510,2038,0.10525646060705185,0
511,2042,0.206996887922287,0
512,2046,0.17211157083511353,0
513,2050,0.06059665232896805,0
514,2054,0.257403701543808,0
515,2058,0.012768346816301346,0
516,2062,0.18003138899803162,0
517,2066,0.005039882846176624,0
518,2070,0.165482297539711,0
519,2074,0.38068869709968567,0
520,2078,0.13820232450962067,0
521,2082,0.16793780028820038,0
522,2086,0.16535374522209167,0
523,2090,0.31447598338127136,0
524,2094,0.30307573080062866,0
525,2098,0.21063032746315002,0
526,2102,0.052318722009658813,0
527,2106,0.026849914342164993,0
528,2110,0.09113569557666779,0
529,2114,0.22554178535938263,0
530,2118,0.6999094486236572,0
531,2122,0.09900464117527008,0
532,2126,0.3482327163219452,0
533,2130,0.14410534501075745,0
534,2134,0.1109088584780693,0
535,2138,0.39014124870300293,0
536,2142,0.2997148036956787,0
537,2146,0.14440253376960754,0
538,2150,0.22030454874038696,0
539,2154,0.01551886834204197,0
540,2158,0.05716947466135025,0
541,2162,0.2263241410255432,0
542,2166,0.0946333035826683,0
543,2170,0.29287204146385193,0
544,2174,0.14240968227386475,0
545,2178,0.38565316796302795,0
546,2182,0.0075136334635317326,0
547,2186,0.04682362079620361,0
548,2190,0.12114690989255905,0
549,2194,0.09939025342464447,0
550,2198,0.34750378131866455,0
551,2202,0.009351305663585663,0
552,2206,0.10906039923429489,0
553,2210,0.015430266037583351,0
554,2214,0.05590837448835373,0
555,2218,0.3919624984264374,0
556,2222,0.2117954045534134,0
557,2226,0.055565424263477325,0
558,2230,0.23484843969345093,0
559,2234,0.11452023684978485,0
560,2238,0.028030982241034508,0
561,2242,0.04747187718749046,0
562,2246,0.16882064938545227,0
563,2250,0.47933363914489746,0
564,2254,0.025021985173225403,0
565,2258,0.49412423372268677,0
566,2262,0.0037611222360283136,0
567,2266,0.13028158247470856,0
568,2270,0.06058894842863083,0
569,2274,0.012194945476949215,0
570,2278,0.1657375693321228,0
571,2282,0.10121599584817886,0
572,2286,0.09039978682994843,0
573,2290,0.036027759313583374,0
574,2294,0.33856913447380066,0
575,2298,0.09467824548482895,0
576,2302,0.007863812148571014,0
577,2306,0.1795610785484314,0
578,2310,0.6355118155479431,0
579,2314,0.20895175635814667,0
580,2318,0.0295515526086092,0
581,2322,0.004288105759769678,0
582,2326,0.006781654432415962,0
583,2330,0.30798712372779846,0
584,2334,0.19183042645454407,0
585,2338,0.5619338750839233,0
586,2342,0.12445598095655441,0
587,2346,0.0097486088052392,0
588,2350,0.040575604885816574,0
589,2354,0.26148152351379395,0
590,2358,0.17793869972229004,0
591,2362,0.2679082751274109,0
592,2366,0.015861814841628075,0
593,2370,0.28661245107650757,0
594,2374,0.010653862729668617,0
595,2378,0.039178743958473206,0
596,2382,0.16826200485229492,0
597,2386,0.10860168933868408,0
598,2390,0.08275249600410461,0
599,2394,0.056377388536930084,0
600,2398,0.8830929398536682,0
601,2402,0.004151061177253723,0
602,2406,0.07105961441993713,0
603,2410,0.17240722477436066,0
604,2414,0.41706550121307373,0
605,2418,0.08271515369415283,0
606,2422,0.4433048963546753,0
607,2426,0.01439780555665493,0
608,2430,0.30505016446113586,0
609,2434,0.41849485039711,0
610,2438,0.11183594912290573,0
611,2442,0.07580217719078064,0
612,2446,0.07374901324510574,0
613,2450,0.0043443720787763596,0
614,2454,0.006021813023835421,0
615,2458,0.0035452507436275482,0
616,2462,0.045553553849458694,0
617,2466,0.17443536221981049,0
618,2470,0.21280665695667267,0
619,2474,0.11466746032238007,0
620,2478,0.16417619585990906,0
621,2482,0.1466825306415558,0
622,2486,0.022647157311439514,0
623,2490,0.0028723329305648804,0
624,2494,0.00790962390601635,0
625,2498,0.0783640593290329,0
626,2502,0.02532263845205307,0
627,2506,0.31538206338882446,0
628,2510,0.029992979019880295,0
629,2514,0.15515470504760742,0
630,2518,0.15455074608325958,0
631,2522,0.026491690427064896,0
632,2526,0.14321225881576538,0
633,2530,0.08601213991641998,0
634,2534,0.16434167325496674,0
635,2538,0.4605332016944885,0
636,2542,0.07244984060525894,0
637,2546,0.41409415006637573,0
638,2550,0.11873548477888107,0
639,2554,0.6800898909568787,0
640,2558,0.2840576767921448,0
641,2562,0.015669986605644226,0
642,2566,0.25270575284957886,0
643,2570,0.009429958648979664,0
644,2574,0.3118177652359009,0
645,2578,0.05095589905977249,0
646,2582,0.00875544548034668,0
647,2586,0.004872933495789766,0
648,2590,0.005472864955663681,0
649,2594,0.07641470432281494,0
650,2598,0.09701034426689148,0
651,2602,0.10255371034145355,0
652,2606,0.2693932056427002,0
653,2610,0.767703115940094,0
654,2614,0.004391474649310112,0
655,2618,0.420595645904541,0
656,2622,0.35700833797454834,0
657,2626,0.08735910058021545,0
658,2630,0.0720965713262558,0
659,2634,0.2989562153816223,0
660,2638,0.06135815382003784,0
661,2642,0.005163898691534996,0
662,2646,0.009994089603424072,0
663,2650,0.08812712132930756,0
664,2654,0.48093727231025696,0
665,2658,0.21190539002418518,0
666,2662,0.09958004951477051,0
667,2666,0.45441827178001404,0
668,2670,0.7133665084838867,0
669,2674,0.26321083307266235,0
670,2678,0.1101161539554596,0
671,2682,0.03670893982052803,0
672,2686,0.2798011898994446,0
673,2690,0.283901572227478,0
674,2694,0.4546055793762207,0
675,2698,0.17442449927330017,0
676,2702,0.008489035069942474,0
677,2706,0.039421290159225464,0
678,2710,0.020063910633325577,0
679,2714,0.003811182454228401,0
680,2718,0.018389195203781128,0
681,2722,0.03917495533823967,0
682,2726,0.07833670824766159,0
683,2730,0.013950399123132229,0
684,2734,0.6177100539207458,0
685,2738,0.13433536887168884,0
686,2742,0.43791115283966064,0
687,2746,0.06680475175380707,0
688,2750,0.002638384001329541,0
689,2754,0.16675113141536713,0
690,2758,0.09352639317512512,0
691,2762,0.0544821098446846,0
692,2766,0.026227744296193123,0
693,2770,0.00404866598546505,0
694,2774,0.1131749078631401,0
695,2778,0.09388870745897293,0
696,2782,0.13301920890808105,0
697,2786,0.22065094113349915,0
698,2790,0.007113839965313673,0
699,2794,0.006067956332117319,0
700,2798,0.005922222509980202,0
701,2802,0.09776754677295685,0
702,2806,0.1841246485710144,0
703,2810,0.02101404219865799,0
704,2814,0.07574226707220078,0
705,2818,0.027758877724409103,0
706,2822,0.2037976086139679,0
707,2826,0.3290122151374817,0
708,2830,0.5855665802955627,0
709,2834,0.045123808085918427,0
710,2838,0.7543206214904785,0
711,2842,0.04364415258169174,0
712,2846,0.06755617260932922,0
713,2850,0.08830360323190689,0
714,2854,0.21239814162254333,0
715,2858,0.3602297604084015,0
716,2862,0.007078208494931459,0
717,2866,0.03298567980527878,0
718,2870,0.03518762066960335,0
719,2874,0.5328422784805298,0
720,2878,0.09123599529266357,0
721,2882,0.19820529222488403,0
722,2886,0.006030541844666004,0
723,2890,0.0042749252170324326,0
724,2894,0.15665696561336517,0
725,2898,0.3504316806793213,0
726,2902,0.012592094019055367,0
727,2906,0.3123946785926819,0
728,2910,0.05303479731082916,0
729,2914,0.004034186713397503,0
730,2918,0.014453977346420288,0
731,2922,0.005082831718027592,0
732,2926,0.04141852632164955,0
733,2930,0.28570300340652466,0
734,2934,0.4685881733894348,0
735,2938,0.050086937844753265,0
736,2942,0.08446787297725677,0
737,2946,0.22054047882556915,0
738,2950,0.11485732346773148,0
739,2954,0.13034942746162415,0
740,2958,0.07229126244783401,0
741,2962,0.11702071875333786,0
742,2966,0.10084299743175507,0
743,2970,0.046166762709617615,0
744,2974,0.3787059187889099,0
745,2978,0.17900072038173676,0
746,2982,0.004859137814491987,0
747,2986,0.10211995244026184,0
748,2990,0.1713021844625473,0
749,2994,0.024474214762449265,0
750,2998,0.21198691427707672,0
751,3002,0.03380656987428665,0
752,3006,0.27706021070480347,0
753,3010,0.030904125422239304,0
754,3014,0.03481020778417587,0
755,3018,0.014592893421649933,0
756,3022,0.32642000913619995,0
757,3026,0.45003607869148254,0
758,3030,0.006798672489821911,0
759,3034,0.004449588246643543,0
760,3038,0.3700715899467468,0
761,3042,0.004445835016667843,0
762,3046,0.19935151934623718,0
763,3050,0.3296465277671814,0
764,3054,0.26690873503685,0
765,3058,0.04958662390708923,0
766,3062,0.016372641548514366,0
767,3066,0.036775752902030945,0
768,3070,0.34826013445854187,0
769,3074,0.007983218878507614,0
770,3078,0.0389346107840538,0
771,3082,0.11895189434289932,0
772,3086,0.16958901286125183,0
773,3090,0.1353236734867096,0
774,3094,0.616857647895813,0
775,3098,0.04172590374946594,0
776,3102,0.015268085524439812,0
777,3106,0.28342878818511963,0
778,3110,0.546122133731842,0
779,3114,0.011958558112382889,0
780,3118,0.06616289913654327,0
781,3122,0.2312585860490799,0
782,3126,0.3721122145652771,0
783,3130,0.005613858345896006,0
784,3134,0.25704362988471985,0
785,3138,0.7192153930664062,0
786,3142,0.022593168541789055,0
787,3146,0.012860959395766258,0
788,3150,0.20464390516281128,0
789,3154,0.639075756072998,0
790,3158,0.06899408251047134,0
791,3162,0.15148092806339264,0
792,3166,0.06673373281955719,0
793,3170,0.048379845917224884,0
794,3174,0.010483499616384506,0
795,3178,0.3008177578449249,0
796,3182,0.18412980437278748,0
797,3186,0.10711672902107239,0
798,3190,0.022362884134054184,0
799,3194,0.2535148561000824,0
800,3198,0.28075551986694336,0
801,3202,0.09452123939990997,0
802,3206,0.26595914363861084,0
803,3210,0.07241369783878326,0
804,3214,0.06958878040313721,0
805,3218,0.27679234743118286,0
806,3222,0.0914849266409874,0
807,3226,0.15960654616355896,0
808,3230,0.15205702185630798,0
809,3234,0.130135640501976,0
810,3238,0.259415864944458,0
811,3242,0.02470824494957924,0
812,3246,0.18399664759635925,0
813,3250,0.32962292432785034,0
814,3254,0.16814279556274414,0
815,3258,0.024961965158581734,0
816,3262,0.11059413850307465,0
817,3266,0.020772535353899002,0
818,3270,0.11715078353881836,0
819,3274,0.007216639816761017,0
820,3278,0.23125478625297546,0
821,3282,0.1289651095867157,0
822,3286,0.30775368213653564,0
823,3290,0.056393928825855255,0
824,3294,0.12616732716560364,0
825,3298,0.008970340713858604,0
826,3302,0.009148075245320797,0
827,3306,0.04925241693854332,0
828,3310,0.14737573266029358,0
829,3314,0.24120694398880005,0
830,3318,0.7591001987457275,0
831,3322,0.3507004976272583,0
832,3326,0.00679815886542201,0
833,3330,0.27618885040283203,0
834,3334,0.0035647661425173283,0
835,3338,0.31159085035324097,0
836,3342,0.08548124134540558,0
837,3346,0.023699838668107986,0
838,3350,0.06765210628509521,0
839,3354,0.08563214540481567,0
840,3358,0.006656354293227196,0
841,3362,0.05895015597343445,0
842,3366,0.1562066674232483,0
843,3370,0.10530106723308563,0
844,3374,0.09512796998023987,0
845,3378,0.3992399275302887,0
846,3382,0.06111401319503784,0
847,3386,0.16614274680614471,0
848,3390,0.14303699135780334,0
849,3394,0.10216721892356873,0
850,3398,0.15276935696601868,0
851,3402,0.11763250082731247,0
852,3406,0.23482820391654968,0
853,3410,0.0825977474451065,0
854,3414,0.0272182896733284,0
855,3418,0.06889893114566803,0
856,3422,0.3088284134864807,0
857,3426,0.07441407442092896,0
858,3430,0.032501138746738434,0
859,3434,0.2363850474357605,0
860,3438,0.2866334319114685,0
861,3442,0.016647394746541977,0
862,3446,0.14439783990383148,0
863,3450,0.07206876575946808,0
864,3454,0.14497390389442444,0
865,3458,0.32826000452041626,0
866,3462,0.34834980964660645,0
867,3466,0.20396259427070618,0
868,3470,0.06825050711631775,0
869,3474,0.0041295308619737625,0
870,3478,0.07984387874603271,0
871,3482,0.006410413421690464,0
872,3486,0.2594028115272522,0
873,3490,0.04417843744158745,0
874,3494,0.35851046442985535,0
875,3498,0.21136963367462158,0
876,3502,0.4550548493862152,0
877,3506,0.038769692182540894,0
878,3510,0.0029170189518481493,0
879,3514,0.004218929447233677,0
880,3518,0.06486164033412933,0
881,3522,0.023630764335393906,0
882,3526,0.6783753633499146,0
883,3530,0.007033915258944035,0
884,3534,0.267915815114975,0
885,3538,0.14577703177928925,0
886,3542,0.07671090960502625,0
887,3546,0.09298134595155716,0
888,3550,0.017016567289829254,0
