step,micro_step,loss
1,4,0.07994231581687927
2,8,0.115006223320961
3,10,0.06400511413812637
4,14,0.04102117195725441
5,18,0.046613097190856934
6,22,0.033532820641994476
7,26,0.007055454421788454
8,30,0.018617773428559303
9,34,0.18547223508358002
10,38,0.23468278348445892
11,42,0.05739825218915939
12,46,0.08703641593456268
13,50,0.033374279737472534
14,54,0.027534279972314835
15,58,0.556027889251709
16,62,0.28912997245788574
17,66,0.5428581237792969
18,70,0.2167729139328003
19,74,0.0765262097120285
20,78,0.49181661009788513
21,82,0.025671247392892838
22,86,0.01186763308942318
23,90,0.1762768179178238
24,94,0.017361275851726532
25,98,0.055802442133426666
26,102,0.45440682768821716
27,106,0.07534674555063248
28,110,0.09646248072385788
29,114,0.35964566469192505
30,118,0.04931938648223877
31,122,0.004263071343302727
32,126,0.10903133451938629
33,130,0.7365210056304932
34,134,0.027956431731581688
35,138,0.014355981722474098
36,142,0.45250776410102844
37,146,0.03323709964752197
38,150,0.19268611073493958
39,154,0.08252589404582977
40,158,0.2749664783477783
41,162,0.12093041837215424
42,166,0.8367921113967896
43,170,0.2513689398765564
44,174,0.31427812576293945
45,178,0.025831513106822968
46,182,0.3237413167953491
47,186,0.14495407044887543
48,190,0.01514375489205122
49,194,0.34558942914009094
50,198,0.6809606552124023
51,202,0.030627990141510963
52,206,0.4296419620513916
53,210,0.5392315983772278
54,214,0.11966633796691895
55,218,0.30663424730300903
56,222,0.01568383164703846
57,226,0.0189190823584795
58,230,0.21038590371608734
59,234,0.003574973437935114
60,238,0.35340043902397156
61,242,0.48854860663414
62,246,0.44031909108161926
63,250,0.03012850321829319
64,254,0.2072831392288208
65,258,0.004214216023683548
66,262,0.042112767696380615
67,266,0.11210504919290543
68,270,0.2957683801651001
69,274,0.013207513839006424
70,278,0.1308337152004242
71,282,0.015475178137421608
72,286,0.0771363154053688
73,290,0.3212210536003113
74,294,0.0054398481734097
75,298,0.3228520154953003
76,302,0.22676903009414673
77,306,0.2746007740497589
78,310,0.003842937760055065
79,314,0.08450199663639069
80,318,0.10460962355136871
81,322,0.012316622771322727
82,326,0.2809160351753235
83,330,0.04374361410737038
84,334,0.22118845582008362
85,338,0.09985603392124176
86,342,0.25423866510391235
87,346,0.060150135308504105
88,350,0.2635704576969147
89,354,0.5395082235336304
90,358,0.04638991877436638
91,362,0.03343438357114792
92,366,0.4789678752422333
93,370,0.009101863950490952
94,374,0.12144935131072998
95,378,0.012069778516888618
96,382,0.11944006383419037
97,386,0.031087933108210564
98,390,0.34507930278778076
99,394,0.22459489107131958
100,398,0.006776247173547745
101,402,0.14346009492874146
102,406,0.12464746087789536
103,410,0.010787795297801495
104,414,0.7567388415336609
105,418,0.815403938293457
106,422,0.14223867654800415
107,426,0.33488088846206665
108,430,0.05450945720076561
109,434,0.09226924180984497
110,438,0.005337825510650873
111,442,0.05163656547665596
112,446,0.5652283430099487
113,450,0.005319731310009956
114,454,0.0026696226559579372
115,458,0.8388113975524902
116,462,0.07201866805553436
117,466,0.014575758017599583
118,470,0.5247611999511719
119,474,0.003105156123638153
120,478,0.028165303170681
121,482,0.42865878343582153
122,486,0.014940809458494186
123,490,0.09651505947113037
124,494,0.016059555113315582
125,498,0.19224902987480164
126,502,0.0733611136674881
127,506,0.005306653678417206
128,510,0.1970347911119461
129,514,0.008571166545152664
130,518,0.19873103499412537
131,522,0.0158553309738636
132,526,0.3148458003997803
133,530,0.10887330770492554
134,534,0.2586820721626282
135,538,0.044595904648303986
136,542,0.014030840247869492
137,546,0.1541447639465332
138,550,0.009482594206929207
139,554,0.18249401450157166
140,558,0.2841503620147705
141,562,0.32081443071365356
142,566,0.18858343362808228
143,570,0.02604445070028305
144,574,0.005414968356490135
145,578,0.09174474328756332
146,582,0.15002669394016266
147,586,0.04261407256126404
148,590,0.11807642877101898
149,594,0.18817825615406036
150,598,0.03379078954458237
151,602,0.22120606899261475
152,606,0.2840721607208252
153,610,0.1211848184466362
154,614,0.2907293140888214
155,618,0.009352151304483414
156,622,0.00986845325678587
157,626,0.08874479681253433
158,630,0.01948617771267891
159,634,0.07813449203968048
160,638,0.29343289136886597
161,642,0.02020733244717121
